transacted_price,area_sqm,property_type,tenure,sale_date_raw,planning_area,project_name,sale_month,project_age_years
1965800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1503600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1497900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2620700,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1965300,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1974300,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1506400,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2618700,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1973800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1982800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1530100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2668600,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2010300,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2782300,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1544300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1538600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2679100,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2009900,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2018800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1552800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1547100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2415700,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1561300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1555600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2026900,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2035800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2813800,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2426200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1564100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2824300,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2436700,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2721100,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2834800,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2447200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1586800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1614800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2508200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1629000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1614800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2508200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1629000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1623300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1631800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2529200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1640300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1654500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1648800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1657300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1568000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1666800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1568000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1576500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2490300,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1675300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1576500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2513100,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2264200,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1628600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2274700,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1628600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1637100,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2285200,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1645600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2589200,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2295700,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1645600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1662600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2610200,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2316700,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1726300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1662600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2620700,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2327200,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1679600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2631200,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1743300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1705000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1768800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2371200,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1705000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1713500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1777300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1713500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1722000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1722000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1730500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1739000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1802800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1739000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1747500,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1811300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1792900,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2787000,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1882200,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1818400,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1826900,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1395100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2468000,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2232400,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1670800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1388000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1403600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2478500,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1679300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2220900,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1396500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2242400,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1464600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2263900,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1457500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1473100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2274400,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2313300,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1481600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2582400,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2284900,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1498600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2344800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1491500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1498600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2305900,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2344800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2613900,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2355300,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1500000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2624400,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1508500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1539300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2360400,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1772800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2400300,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1547800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2672100,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1781300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2410800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1540700,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2682600,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1789800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1549200,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2693100,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2391900,88,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1798300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2431800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1573300,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1806800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2442300,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1581800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2714100,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1815300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2452800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1574700,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1624000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2779500,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1860600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2513900,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1616900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1624000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2513900,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1616900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1632500,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2790000,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1625400,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1641000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2534900,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1658000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2555900,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4002500,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1446900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2545200,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4036800,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2219800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1461100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1455400,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2280200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1469600,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1463900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1940300,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2679300,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2290700,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1478100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1472400,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2301200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4175900,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1965800,73,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2322200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4175900,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2322200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4190400,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2332700,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1512100,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4204900,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2744900,103,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2343200,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4261200,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2377800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2388300,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1569800,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
4319200,160,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1568000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2988000,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3000500,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1585000,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3027700,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1592700,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3200300,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1692300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1700800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1637100,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3225300,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1709300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3116000,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1726300,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1662600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1662600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1671100,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1734800,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3166000,124,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1679600,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3600500,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1419000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2489000,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1667700,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1411900,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1676200,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2302800,92,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3699200,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1684700,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3708000,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1466000,58,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1693200,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3720500,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2603400,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3736700,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
1710200,65,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
2603400,102,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
3736700,144,Condominium,99 yrs lease commencing from 2024,Nov-24,BUKIT TIMAH,NAVA GROVE,2024-01,0
