Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BARKER VILLE,"3,350,000","3,627.47",924,Mar-22,BARKER ROAD,Resale,Strata,337,"9,941",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE CHANCERY RESIDENCE,"3,000,000","3,433.72",874,Mar-22,CHANCERY LANE,Resale,Strata,319,"9,404",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
LANDED HOUSING DEVELOPMENT,"4,900,000","5,209.78",941,Mar-22,CHANCERY LANE,Resale,Strata,484,"10,124",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,220,000","2,820.17","1,496",Mar-22,CHANCERY HILL WALK,Resale,Strata,262,"16,107",-,Terrace House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"4,750,000","4,822.27",985,Feb-22,WATTEN RISE,Resale,Strata,448,"10,603",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,900,000","6,049.37",810,Feb-22,WHITLEY ROAD,Resale,Strata,562,"8,719",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
FIVE CHANCERY,"4,918,000","4,962.2",991,Feb-22,CHANCERY LANE,Resale,Strata,461,"10,668",-,Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"5,000,000","6,113.95",818,Feb-22,WHITLEY ROAD,Resale,Strata,568,"8,803",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
TUDOR TEN,"7,250,000","10,936.22",663,Feb-22,TUDOR CLOSE,Resale,Strata,"1,016","7,136",-,Detached House,1,Freehold,11,Core Central Region,-
VILLAS @ GILSTEAD,"3,800,000","5,080.61",748,Jan-22,GILSTEAD ROAD,Resale,Strata,472,"8,051",-,Terrace House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,860,000","5,834.09",833,Jan-22,WHITLEY ROAD,Resale,Strata,542,"8,967",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,950,000","5,554.22",891,Dec-21,WHITLEY ROAD,Resale,Strata,516,"9,593",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
VILLAS @ GILSTEAD,"4,530,000","6,964.31",650,Nov-21,GILSTEAD ROAD,Resale,Strata,647,"7,002",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,750,000","5,543.46",857,Nov-21,WHITLEY ROAD,Resale,Strata,515,"9,223",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","2,830.93","1,448",Nov-21,CHANCERY HILL WALK,Resale,Strata,263,"15,589",-,Terrace House,1,Freehold,11,Core Central Region,-
THE CHANCERY RESIDENCE,"2,930,000","3,272.26",895,Nov-21,CHANCERY LANE,Resale,Strata,304,"9,638",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
THE WHITLEY RESIDENCES,"4,850,000","6,070.9",799,Nov-21,WHITLEY ROAD,Resale,Strata,564,"8,599",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE WHITLEY RESIDENCES,"5,000,000","6,081.66",822,Nov-21,WHITLEY ROAD,Resale,Strata,565,"8,850",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"4,288,800","4,004.21","1,071",Oct-21,WATTEN RISE,Resale,Strata,372,"11,529",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"3,850,000","4,004.21",961,Oct-21,WATTEN RISE,Resale,Strata,372,"10,349",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"4,208,000","4,004.21","1,051",Oct-21,WATTEN RISE,Resale,Strata,372,"11,312",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
GILSTEAD BROOKS,"3,515,000","3,121.56","1,126",Oct-21,GILSTEAD ROAD,Resale,Strata,290,"12,121",-,Terrace House,1,Freehold,11,Core Central Region,01 to 05
THE CHANCERY RESIDENCE,"2,700,000","3,379.9",799,Oct-21,CHANCERY LANE,Resale,Strata,314,"8,599",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
MONTCLAIR @ WHITLEY,"3,450,000","4,187.2",824,Oct-21,WHITLEY ROAD,Resale,Strata,389,"8,869",-,Semi-Detached House,1,Freehold,11,Core Central Region,01 to 05
THE CHANCERY RESIDENCE,"2,900,000","3,476.77",834,Oct-21,CHANCERY LANE,Resale,Strata,323,"8,978",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
THE WHITLEY RESIDENCES,"4,800,000","5,575.75",861,Sep-21,WHITLEY ROAD,Resale,Strata,518,"9,266",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
TUDOR TEN,"7,460,000","12,475.48",598,Sep-21,TUDOR CLOSE,Resale,Strata,"1,159","6,437",-,Detached House,1,Freehold,11,Core Central Region,-
HILLCREST VILLA,"3,280,000","3,110.8","1,054",Sep-21,HILLCREST ROAD,Resale,Strata,289,"11,349",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THE WHITLEY RESIDENCES,"5,100,000","6,167.77",827,Sep-21,WHITLEY ROAD,Resale,Strata,573,"8,901",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WHITLEY VILLAS,"3,330,000","2,895.52","1,150",Sep-21,WHITLEY ROAD,Resale,Strata,269,"12,379",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN RESIDENCES,"4,390,000","4,822.27",910,Sep-21,WATTEN RISE,Resale,Strata,448,"9,799",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HILLCREST VILLA,"3,250,000","3,110.8","1,045",Sep-21,HILLCREST ROAD,Resale,Strata,289,"11,246",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THE WHITLEY RESIDENCES,"4,600,000","5,651.1",814,Sep-21,WHITLEY ROAD,Resale,Strata,525,"8,762",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
